Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
NWN,Northwest Natural Holding Company,70.27,$2.14B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nwn
DNK,Phoenix Tree Holdings Limited,11.68,$2.13B,2020,Consumer Services,Building operators,https://old.nasdaq.com/symbol/dnk
ROG,Rogers Corporation,114.65,$2.13B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rog
SXT,Sensient Technologies Corporation,50.37,$2.13B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/sxt
NSA,National Storage Affiliates Trust,35.36,$2.11B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nsa
HKIB,AMTD International Inc.,8.5,$2.09B,2019,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/hkib
CBT,Cabot Corporation,36.94,$2.09B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cbt
THS,"Treehouse Foods, Inc.",37.2,$2.09B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ths
EPRT,"Essential Properties Realty Trust, Inc.",22.61,$2.08B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt
ITCB,Ita? CorpBanca,6.1012,$2.08B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/itcb
BEST,BEST Inc.,5.31,$2.07B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best
FUL,H. B. Fuller Company,40.25,$2.07B,n/a,Basic Industries,Home Furnishings,https://old.nasdaq.com/symbol/ful
IBP,"Installed Building Products, Inc.",68.81,$2.07B,2014,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp
ACA,"Arcosa, Inc.",42.55,$2.06B,2018,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/aca
FCPT,"Four Corners Property Trust, Inc.",29.34,$2.05B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fcpt
UE,Urban Edge Properties,16.91,$2.05B,2015,Finance,Real Estate,https://old.nasdaq.com/symbol/ue
WD,"Walker & Dunlop, Inc.",66.38,$2.05B,2010,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/wd
SAVE,"Spirit Airlines, Inc.",29.75,$2.04B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/save
FN,Fabrinet,54.87,$2.03B,2010,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/fn
HMY,Harmony Gold Mining Company Limited,3.79,$2.03B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hmy
WK,Workiva Inc.,43.25,$2.03B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/wk
COT,Cott Corporation,14.99,$2.02B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/cot
DAN,Dana Incorporated,14.04,$2.02B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/dan
ARGO,"Argo Group International Holdings, Ltd.",58.45,$2.01B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argo
BHE,"Benchmark Electronics, Inc.",27.11,$1B,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/bhe
SMP,"Standard Motor Products, Inc.",44.56,$1B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp
MRK,"Merck & Company, Inc.",78.08,$198.79B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrk
CLPR,Clipper Realty Inc.,11.14,$198.46M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clpr
BW,Babcock,4.24,$196.48M,2015,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw
NVS,Novartis AG,86.02,$194.84B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nvs
VAPO,"Vapotherm, Inc.",9.16,$193.13M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/vapo
GNE,Genie Energy Ltd.,7.21,$192.87M,2011,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/gne
ASPN,"Aspen Aerogels, Inc.",7.92,$192.46M,2014,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/aspn
CVIA,Covia Holdings Corporation,1.46,$192.33M,2018,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cvia
TCS,Container Store (The),3.89,$192.04M,2013,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/tcs
GLOP,GasLog Partners LP,3.81,$191.92M,2014,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/glop
TLYS,"Tilly&#39;s, Inc.",6.41,$190.24M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlys
LEN,Lennar Corporation,62.99,$19.9B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len
